MATRICULA;CODIGO_UNIDADE;CLASSE;CODIGO_UNIDADE_ENSINO_SISTEC;CODIGO_MUNICIPIO_DV;INSTITUICAO;JORNADA_TRABALHO;MUNICIPIO;NUMERO_REGISTROS;REGIAO;RSC;TITULACAO;UF;UNIDADE_LOTACAO;VINCULO_CARREIRA;VINCULO_CONTRATO;VINCULO_PROFESSOR
2119596;113;E;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;PCCTAE;Efetivo;Não
2119598;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;PCCTAE;Efetivo;Não
2119702;319;D;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
2130416;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2130574;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2130816;43;C;13863;1501808;IFPA;40h;Breves;1;Região Norte;-;Graduação;PA;Campus Breves;PCCTAE;Efetivo;Não
2130865;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2120165;43;D;13863;1501808;IFPA;40h;Breves;1;Região Norte;-;Especialização;PA;Campus Breves;PCCTAE;Efetivo;Não
2120177;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2120259;511;D;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Especialização;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
2120345;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2120350;113;E;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;PCCTAE;Efetivo;Não
2120566;43;C;13863;1501808;IFPA;40h;Breves;1;Região Norte;-;Especialização;PA;Campus Breves;PCCTAE;Efetivo;Não
2120727;43;D;13863;1501808;IFPA;40h;Breves;1;Região Norte;-;Especialização;PA;Campus Breves;PCCTAE;Efetivo;Não
2132590;43;C;13863;1501808;IFPA;40h;Breves;1;Região Norte;-;Graduação;PA;Campus Breves;PCCTAE;Efetivo;Não
2121060;43;D;13863;1501808;IFPA;40h;Breves;1;Região Norte;-;Especialização;PA;Campus Breves;PCCTAE;Efetivo;Não
2121167;320;D;2917;1504208;IFPA;40h;Marabá;1;Região Norte;-;Mestrado;PA;Campus Marabá Rural;PCCTAE;Efetivo;Não
2121599;186;D;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Especialização;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
2121710;511;E;2918;1508100;IFPA;30h;Tucuruí;1;Região Norte;-;Especialização;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
2121905;320;D;2917;1504208;IFPA;40h;Marabá;1;Região Norte;-;Mestrado;PA;Campus Marabá Rural;PCCTAE;Efetivo;Não
2122325;43;D;13863;1501808;IFPA;40h;Breves;1;Região Norte;-;Graduação;PA;Campus Breves;PCCTAE;Efetivo;Não
2107269;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
2122760;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2122849;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2122924;319;C;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
2134822;319;D;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Mestrado;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
2153070;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
2124124;266;C;13396;1503606;IFPA;40h;Itaituba;1;Região Norte;-;Especialização;PA;Campus Itaituba;PCCTAE;Efetivo;Não
2135711;186;D;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Especialização;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
2125216;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2125570;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Educação Básica;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2137021;613;C;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Graduação;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2137180;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;-;Especialização;PA;Campus Bragança;EBTT;Efetivo;Sim
2137301;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC III;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
2150260;186;C;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Educação Básica;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
2128110;186;D;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Especialização;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
2140858;319;C;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Educação Básica;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
2114412;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
2141202;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Graduação;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2141222;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2141456;266;D;13396;1503606;IFPA;40h;Itaituba;1;Região Norte;-;Educação Básica;PA;Campus Itaituba;PCCTAE;Efetivo;Não
2094320;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;-;Doutorado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
2094974;16;D;32043;1500800;IFPA;DE;Ananindeua;1;Região Norte;-;Doutorado;PA;Campus Ananindeua;EBTT;Efetivo;Sim
2096090;702;D;32049;1508209;IFPA;DE;Vigia;1;Região Norte;RSC III;Mestrado;PA;Campus Avançado Vigia;EBTT;Efetivo;Sim
2141772;43;D;13863;1501808;IFPA;DE;Breves;1;Região Norte;-;Mestrado;PA;Campus Breves;EBTT;Efetivo;Sim
2097807;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;-;Doutorado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
2097816;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC II;Especialização;PA;Campus Tucuruí;EBTT;Efetivo;Sim
2115581;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
2115667;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Educação Básica;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2115703;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2115720;123;C;3526;1501709;IFPA;40h;Bragança;1;Região Norte;-;Especialização;PA;Campus Bragança;PCCTAE;Efetivo;Não
2115737;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2143060;511;D;2918;1508100;IFPA;30h;Tucuruí;1;Região Norte;-;Especialização;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
2101821;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
2101920;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
2102146;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC II;Especialização;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
2115985;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;PCCTAE;Efetivo;Não
2116021;123;D;3526;1501709;IFPA;40h;Bragança;1;Região Norte;-;Especialização;PA;Campus Bragança;PCCTAE;Efetivo;Não
2116103;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Graduação;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2116194;161;E;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
2116233;1;E;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Especialização;PA;Campus Abaetetuba;PCCTAE;Efetivo;Não
2116430;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Educação Básica;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2144186;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;PCCTAE;Efetivo;Não
2102280;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
2102407;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
2102847;43;D;13863;1501808;IFPA;DE;Breves;1;Região Norte;RSC II;Especialização;PA;Campus Breves;EBTT;Efetivo;Sim
2116710;186;D;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Mestrado;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
2116855;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Graduação;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2116999;1;D;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Especialização;PA;Campus Abaetetuba;PCCTAE;Efetivo;Não
2117105;186;C;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Especialização;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
2117122;266;D;13396;1503606;IFPA;40h;Itaituba;1;Região Norte;-;Especialização;PA;Campus Itaituba;PCCTAE;Efetivo;Não
2117227;444;E;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
2103566;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
2104126;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
2117253;362;D;32357;1505502;IFPA;40h;Paragominas;1;Região Norte;-;Especialização;PA;Campus Paragominas;PCCTAE;Efetivo;Não
2117353;1;D;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Especialização;PA;Campus Abaetetuba;PCCTAE;Efetivo;Não
2117454;319;C;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Graduação;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
2117475;1;D;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Especialização;PA;Campus Abaetetuba;PCCTAE;Efetivo;Não
2117496;511;D;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Graduação;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
2117508;1;C;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Especialização;PA;Campus Abaetetuba;PCCTAE;Efetivo;Não
2117520;266;D;13396;1503606;IFPA;40h;Itaituba;1;Região Norte;-;Especialização;PA;Campus Itaituba;PCCTAE;Efetivo;Não
2117736;319;C;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Educação Básica;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
2117770;319;C;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
2089999;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;-;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
2090371;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
2090408;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
2331964;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
2306789;366;D;32045;1505536;IFPA;DE;Parauapebas;1;Região Norte;RSC III;Mestrado;PA;Campus Parauapebas;EBTT;Efetivo;Sim
2306999;43;E;13863;1501808;IFPA;40h;Breves;1;Região Norte;-;Especialização;PA;Campus Breves;PCCTAE;Efetivo;Não
2332824;366;D;32045;1505536;IFPA;DE;Parauapebas;1;Região Norte;RSC III;Mestrado;PA;Campus Parauapebas;EBTT;Efetivo;Sim
2332872;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
2333135;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
2282070;362;D;32357;1505502;IFPA;DE;Paragominas;1;Região Norte;RSC III;Mestrado;PA;Campus Paragominas;EBTT;Efetivo;Sim
2282454;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
2333212;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
2333225;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
2333414;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC III;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
2333704;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
2333739;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
2334026;139;D;32358;1502103;IFPA;DE;Cametá;1;Região Norte;-;Doutorado;PA;Campus Cametá;EBTT;Efetivo;Sim
2334068;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
2286164;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
2286347;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
2334351;16;D;32043;1500800;IFPA;DE;Ananindeua;1;Região Norte;-;Doutorado;PA;Campus Ananindeua;EBTT;Efetivo;Sim
2334604;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
2334617;366;D;32045;1505536;IFPA;DE;Parauapebas;1;Região Norte;RSC III;Mestrado;PA;Campus Parauapebas;EBTT;Efetivo;Sim
2334805;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
2334806;13;D;2916;1500602;IFPA;DE;Altamira;1;Região Norte;RSC II;Especialização;PA;Campus Altamira;EBTT;Efetivo;Sim
2334831;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
2334843;43;D;13863;1501808;IFPA;DE;Breves;1;Região Norte;RSC III;Mestrado;PA;Campus Breves;EBTT;Efetivo;Sim
2334984;139;D;32358;1502103;IFPA;DE;Cametá;1;Região Norte;RSC III;Mestrado;PA;Campus Cametá;EBTT;Efetivo;Sim
2335095;362;D;32357;1505502;IFPA;DE;Paragominas;1;Região Norte;RSC III;Mestrado;PA;Campus Paragominas;EBTT;Efetivo;Sim
2335222;1;D;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Especialização;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
2335350;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;-;Especialização;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
2335553;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;-;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
2335657;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
2335830;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC II;Especialização;PA;Campus Santarém;EBTT;Efetivo;Sim
2288394;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
2323250;362;D;32357;1505502;IFPA;DE;Paragominas;1;Região Norte;RSC II;Especialização;PA;Campus Paragominas;EBTT;Efetivo;Sim
2336257;266;D;13396;1503606;IFPA;DE;Itaituba;1;Região Norte;RSC III;Mestrado;PA;Campus Itaituba;EBTT;Efetivo;Sim
2336277;362;D;32357;1505502;IFPA;DE;Paragominas;1;Região Norte;RSC III;Mestrado;PA;Campus Paragominas;EBTT;Efetivo;Sim
2336656;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
2310974;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
2311114;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC II;Especialização;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
2311133;266;D;13396;1503606;IFPA;DE;Itaituba;1;Região Norte;-;Graduação;PA;Campus Itaituba;EBTT;Efetivo;Sim
2323947;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
2339455;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
2339530;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
2340000;362;E;32357;1505502;IFPA;40h;Paragominas;1;Região Norte;-;Especialização;PA;Campus Paragominas;PCCTAE;Efetivo;Não
2324623;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
2341448;362;E;32357;1505502;IFPA;40h;Paragominas;1;Região Norte;-;Graduação;PA;Campus Paragominas;PCCTAE;Efetivo;Não
2341451;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Graduação;PA;Campus Belém;PCCTAE;Efetivo;Não
2341457;139;C;32358;1502103;IFPA;40h;Cametá;1;Região Norte;-;Especialização;PA;Campus Cametá;PCCTAE;Efetivo;Não
2341460;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Graduação;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2341601;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2341841;123;E;3526;1501709;IFPA;40h;Bragança;1;Região Norte;-;Especialização;PA;Campus Bragança;PCCTAE;Efetivo;Não
2341906;362;C;32357;1505502;IFPA;40h;Paragominas;1;Região Norte;-;Especialização;PA;Campus Paragominas;PCCTAE;Efetivo;Não
2341964;139;E;32358;1502103;IFPA;40h;Cametá;1;Região Norte;-;Mestrado;PA;Campus Cametá;PCCTAE;Efetivo;Não
2342229;319;D;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Graduação;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
2294931;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
2312223;13;D;2916;1500602;IFPA;DE;Altamira;1;Região Norte;RSC III;Mestrado;PA;Campus Altamira;EBTT;Efetivo;Sim
2312852;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
2325158;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;-;Doutorado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
2337632;139;D;32358;1502103;IFPA;DE;Cametá;1;Região Norte;RSC III;Mestrado;PA;Campus Cametá;EBTT;Efetivo;Sim
2337653;362;C;32357;1505502;IFPA;40h;Paragominas;1;Região Norte;-;Especialização;PA;Campus Paragominas;PCCTAE;Efetivo;Não
2337706;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC III;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
2294982;16;D;32043;1500800;IFPA;DE;Ananindeua;1;Região Norte;RSC III;Mestrado;PA;Campus Ananindeua;EBTT;Efetivo;Sim
2313557;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
2313772;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC III;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
2325683;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
2340506;16;D;32043;1500800;IFPA;DE;Ananindeua;1;Região Norte;RSC III;Mestrado;PA;Campus Ananindeua;EBTT;Efetivo;Sim
2340541;161;E;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
2340651;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Graduação;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2340690;13;D;2916;1500602;IFPA;40h;Altamira;1;Região Norte;-;Graduação;PA;Campus Altamira;PCCTAE;Efetivo;Não
2340703;444;E;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
2340716;1;C;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Especialização;PA;Campus Abaetetuba;PCCTAE;Efetivo;Não
2340824;266;E;13396;1503606;IFPA;40h;Itaituba;1;Região Norte;-;Especialização;PA;Campus Itaituba;PCCTAE;Efetivo;Não
2341063;13;E;2916;1500602;IFPA;30h;Altamira;1;Região Norte;-;Especialização;PA;Campus Altamira;PCCTAE;Efetivo;Não
2341065;1;E;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Especialização;PA;Campus Abaetetuba;PCCTAE;Efetivo;Não
2296301;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
2314206;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
2325900;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
2325947;362;D;32357;1505502;IFPA;DE;Paragominas;1;Região Norte;RSC III;Mestrado;PA;Campus Paragominas;EBTT;Efetivo;Sim
2326496;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC III;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
2337138;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
2297193;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;EBTT;Efetivo;Sim
2297244;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;-;Doutorado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
2297378;43;D;13863;1501808;IFPA;DE;Breves;1;Região Norte;RSC III;Mestrado;PA;Campus Breves;EBTT;Efetivo;Sim
2297482;43;D;13863;1501808;IFPA;DE;Breves;1;Região Norte;RSC II;Especialização;PA;Campus Breves;EBTT;Efetivo;Sim
2297526;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
2314399;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC II;Especialização;PA;Campus Santarém;EBTT;Efetivo;Sim
2314580;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;RSC II;Especialização;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
2314584;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
2314845;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC II;Especialização;PA;Campus Tucuruí;EBTT;Efetivo;Sim
2314868;366;D;32045;1505536;IFPA;DE;Parauapebas;1;Região Norte;RSC III;Mestrado;PA;Campus Parauapebas;EBTT;Efetivo;Sim
2314956;366;D;32045;1505536;IFPA;DE;Parauapebas;1;Região Norte;RSC III;Mestrado;PA;Campus Parauapebas;EBTT;Efetivo;Sim
2326687;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
2327324;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;-;Mestrado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
2338492;350;D;32074;1505106;IFPA;DE;Óbidos;1;Região Norte;RSC III;Mestrado;PA;Campus Óbidos;EBTT;Efetivo;Sim
2315156;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
2327830;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
2328934;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC II;Especialização;PA;Campus Bragança;EBTT;Efetivo;Sim
2277890;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
2278009;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
2301286;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
2316294;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
