MATRICULA;CODIGO_UNIDADE;CLASSE;CODIGO_UNIDADE_ENSINO_SISTEC;CODIGO_MUNICIPIO_DV;INSTITUICAO;JORNADA_TRABALHO;MUNICIPIO;NUMERO_REGISTROS;REGIAO;RSC;TITULACAO;UF;UNIDADE_LOTACAO;VINCULO_CARREIRA;VINCULO_CONTRATO;VINCULO_PROFESSOR
1656864;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;-;Doutorado;PA;Campus Bragança;EBTT;Efetivo;Sim
1669507;1;D;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Graduação;PA;Campus Abaetetuba;PCCTAE;Efetivo;Não
1669522;123;D;3526;1501709;IFPA;40h;Bragança;1;Região Norte;-;Educação Básica;PA;Campus Bragança;PCCTAE;Efetivo;Não
1669543;186;D;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Especialização;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
1669566;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1669634;123;D;3526;1501709;IFPA;40h;Bragança;1;Região Norte;-;Especialização;PA;Campus Bragança;PCCTAE;Efetivo;Não
1669700;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1669736;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1669768;113;E;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;PCCTAE;Efetivo;Não
1669796;186;E;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Mestrado;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
1657500;113;D;2914;1501402;IFPA;20h;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1657802;161;E;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1670121;113;E;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;PCCTAE;Efetivo;Não
1670147;186;D;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Especialização;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
1670264;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1670309;13;D;2916;1500602;IFPA;40h;Altamira;1;Região Norte;-;Especialização;PA;Campus Altamira;PCCTAE;Efetivo;Não
1618635;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1618724;13;C;2916;1500602;IFPA;40h;Altamira;1;Região Norte;-;Especialização;PA;Campus Altamira;PCCTAE;Efetivo;Não
1618912;16;E;32043;1500800;IFPA;40h;Ananindeua;1;Região Norte;-;Mestrado;PA;Campus Ananindeua;PCCTAE;Efetivo;Não
1618918;139;D;32358;1502103;IFPA;DE;Cametá;1;Região Norte;RSC III;Mestrado;PA;Campus Cametá;EBTT;Efetivo;Sim
1618933;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1618952;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Substituto/Temporario;Sim
1619556;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
1620242;702;D;32049;1508209;IFPA;DE;Vigia;1;Região Norte;RSC III;Mestrado;PA;Campus Avançado Vigia;EBTT;Efetivo;Sim
1620249;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;-;Doutorado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
1659185;511;C;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Graduação;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
1670377;186;D;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Mestrado;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
1671007;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
1671031;1;D;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1621573;161;C;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Educação Básica;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1671206;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1671294;16;E;32043;1500800;IFPA;40h;Ananindeua;1;Região Norte;-;Especialização;PA;Campus Ananindeua;PCCTAE;Efetivo;Não
1671332;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1671350;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
1671354;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1671366;16;D;32043;1500800;IFPA;DE;Ananindeua;1;Região Norte;RSC III;Mestrado;PA;Campus Ananindeua;EBTT;Efetivo;Sim
1671376;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;-;Especialização;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1671506;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1671607;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;-;Doutorado;PA;Campus Bragança;EBTT;Efetivo;Sim
1671681;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;-;Doutorado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1671683;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1622133;319;D;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
1645181;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1660178;123;E;3526;1501709;IFPA;40h;Bragança;1;Região Norte;-;Mestrado;PA;Campus Bragança;PCCTAE;Efetivo;Não
1660181;319;E;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Mestrado;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
1660187;186;E;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Mestrado;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
1660198;1;E;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Mestrado;PA;Campus Abaetetuba;PCCTAE;Efetivo;Não
1660204;113;E;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;PCCTAE;Efetivo;Não
1660221;1;E;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Especialização;PA;Campus Abaetetuba;PCCTAE;Efetivo;Não
1660457;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC II;Especialização;PA;Campus Bragança;EBTT;Efetivo;Sim
1671707;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;-;Doutorado;PA;Campus Bragança;EBTT;Efetivo;Sim
1671767;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1671779;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1671810;186;E;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Especialização;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
1671853;161;E;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1671876;1;E;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Especialização;PA;Campus Abaetetuba;PCCTAE;Efetivo;Não
1671905;161;E;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1671968;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;-;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1671971;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Educação Básica;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1671975;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1625187;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1646225;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC II;Especialização;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1646429;319;E;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
1646510;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC III;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1646618;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;-;Doutorado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1646620;266;D;13396;1503606;IFPA;DE;Itaituba;1;Região Norte;-;Mestrado;PA;Campus Itaituba;EBTT;Efetivo;Sim
1661673;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;-;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1661698;319;E;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
1672221;16;D;32043;1500800;IFPA;DE;Ananindeua;1;Região Norte;RSC III;Mestrado;PA;Campus Ananindeua;EBTT;Efetivo;Sim
1531482;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
1603387;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;EBTT;Efetivo;Sim
1547712;511;E;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Mestrado;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
1579238;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;-;Doutorado;PA;Campus Bragança;EBTT;Efetivo;Sim
1607439;319;D;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
1608504;43;E;13863;1501808;IFPA;40h;Breves;1;Região Norte;-;Especialização;PA;Campus Breves;PCCTAE;Efetivo;Não
1550089;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1570399;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1579532;123;E;3526;1501709;IFPA;40h;Bragança;1;Região Norte;-;Especialização;PA;Campus Bragança;PCCTAE;Efetivo;Não
1550515;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1550537;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1580368;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Graduação;PA;Campus Santarém;PCCTAE;Efetivo;Não
1609857;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;RSC II;Especialização;PA;Campus Belém;EBTT;Efetivo;Sim
1610131;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1610145;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1610214;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1610254;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1610286;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1610320;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1617334;139;D;32358;1502103;IFPA;DE;Cametá;1;Região Norte;RSC III;Mestrado;PA;Campus Cametá;EBTT;Efetivo;Sim
1617890;613;C;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Graduação;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1618077;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;-;Doutorado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1618244;16;C;32043;1500800;IFPA;40h;Ananindeua;1;Região Norte;-;Doutorado;PA;Campus Ananindeua;PCCTAE;Efetivo;Não
1574578;366;D;32045;1505536;IFPA;DE;Parauapebas;1;Região Norte;RSC III;Mestrado;PA;Campus Parauapebas;EBTT;Efetivo;Sim
1611871;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC II;Especialização;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1575439;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1614848;43;D;13863;1501808;IFPA;DE;Breves;1;Região Norte;-;Doutorado;PA;Campus Breves;EBTT;Efetivo;Sim
1584024;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1584191;161;E;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1610512;511;D;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Educação Básica;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
1610572;139;D;32358;1502103;IFPA;DE;Cametá;1;Região Norte;RSC III;Mestrado;PA;Campus Cametá;EBTT;Efetivo;Sim
1556966;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1585507;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1557621;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1616264;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1616511;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1522286;320;E;2917;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Rural;PCCTAE;Efetivo;Não
1522520;16;D;32043;1500800;IFPA;DE;Ananindeua;1;Região Norte;RSC III;Mestrado;PA;Campus Ananindeua;EBTT;Efetivo;Sim
1542924;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;-;Doutorado;PA;Campus Bragança;EBTT;Efetivo;Sim
1543367;16;D;32043;1500800;IFPA;DE;Ananindeua;1;Região Norte;RSC III;Mestrado;PA;Campus Ananindeua;EBTT;Efetivo;Sim
1543500;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
1524154;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1543508;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1543514;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1543551;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1543555;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC II;Especialização;PA;Campus Belém;EBTT;Efetivo;Sim
1543712;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1525153;16;D;32043;1500800;IFPA;40h;Ananindeua;1;Região Norte;-;Graduação;PA;Campus Ananindeua;PCCTAE;Efetivo;Não
1526934;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1594632;161;C;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1597147;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;-;Doutorado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1599337;139;D;32358;1502103;IFPA;DE;Cametá;1;Região Norte;RSC III;Mestrado;PA;Campus Cametá;EBTT;Efetivo;Sim
1544932;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;-;Doutorado;PA;Campus Bragança;EBTT;Efetivo;Sim
1565840;186;E;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Doutorado;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
1566036;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
1527838;444;E;13395;1506807;IFPA;20h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
1528093;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1601072;161;C;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Educação Básica;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1602885;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1546059;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1530330;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;-;Doutorado;PA;Campus Bragança;EBTT;Efetivo;Sim
1810820;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1771355;511;E;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Mestrado;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
1773126;444;E;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Mestrado;PA;Campus Santarém;PCCTAE;Efetivo;Não
1800744;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1801008;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1774759;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC II;Especialização;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1774883;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1775261;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Graduação;PA;Campus Belém;EBTT;Efetivo;Sim
1791438;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1778470;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1779605;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1779987;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC II;Especialização;PA;Campus Bragança;EBTT;Efetivo;Sim
1792245;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
1813426;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1813452;319;D;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
1813470;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1813481;43;D;13863;1501808;IFPA;DE;Breves;1;Região Norte;RSC II;Especialização;PA;Campus Breves;EBTT;Efetivo;Sim
1813485;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC II;Especialização;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1813901;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1814021;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1814079;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC II;Especialização;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1812642;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1812691;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1812770;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1812806;320;E;2917;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Rural;PCCTAE;Efetivo;Não
1812854;186;D;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Especialização;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
1812911;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;-;Doutorado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1812951;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;-;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1812996;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
1813555;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;RSC II;Especialização;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
1813613;319;D;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
1813685;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC II;Especialização;PA;Campus Belém;EBTT;Efetivo;Sim
1813745;320;D;2917;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Rural;PCCTAE;Efetivo;Não
1795585;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;-;Doutorado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
1795959;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1813024;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
1813092;186;D;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Especialização;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
1813107;319;D;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
1813110;186;C;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Especialização;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
1813145;186;D;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Mestrado;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
1796935;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1797219;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1766008;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1767898;113;E;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Graduação;PA;Campus Belém;PCCTAE;Efetivo;Não
1768051;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC III;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1768584;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1687679;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;-;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1704509;1;D;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Especialização;PA;Campus Abaetetuba;PCCTAE;Efetivo;Não
1706049;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1706056;139;D;32358;1502103;IFPA;DE;Cametá;1;Região Norte;-;Doutorado;PA;Campus Cametá;EBTT;Efetivo;Sim
1707277;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1736899;13;D;2916;1500602;IFPA;DE;Altamira;1;Região Norte;RSC III;Mestrado;PA;Campus Altamira;EBTT;Efetivo;Sim
1736914;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1737004;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1712096;319;E;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Mestrado;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
